245,31.56.96.51,2019-01-22T03:57:00.000Z,GET,/image/60841/productModel/200x200,HTTP/1.1,200,6249,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
246,5.209.200.218,2019-01-22T03:57:00.000Z,GET,/image/36/brand,HTTP/1.1,200,2946,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
247,66.249.66.194,2019-01-22T03:57:01.000Z,GET,/m/product/8097/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-LG-Vacuum-Cleaner-VB-7520H,HTTP/1.1,200,20756,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
248,207.46.13.104,2019-01-22T03:57:02.000Z,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b186,b221,b261,b291,b43,b481,b52,b597,b598,b614,b615,b77,b83",HTTP/1.1,200,39189,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
249,66.111.54.249,2019-01-22T03:57:02.000Z,GET,/static/images/amp/instagram.png,HTTP/1.1,200,7146,"\"https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1\"","Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36\"",Linux; Android,Y
250,66.111.54.249,2019-01-22T03:57:02.000Z,GET,/static/images/amp/telegram.png,HTTP/1.1,200,4859,"\"https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1\"","Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36\"",Linux; Android,Y
251,31.56.96.51,2019-01-22T03:57:02.000Z,GET,/image/61496/productModel/200x200,HTTP/1.1,200,6461,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
252,31.56.96.51,2019-01-22T03:57:02.000Z,GET,/image/61483/productModel/200x200,HTTP/1.1,200,5092,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
253,66.111.54.249,2019-01-22T03:57:02.000Z,GET,/static/images/amp/blog.png,HTTP/1.1,200,3863,"\"https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1\"","Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36\"",Linux; Android,Y
254,31.56.96.51,2019-01-22T03:57:02.000Z,GET,/image/60850/productModel/200x200,HTTP/1.1,200,5317,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
255,31.56.96.51,2019-01-22T03:57:02.000Z,GET,/image/61310/productModel/200x200,HTTP/1.1,200,5139,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
256,66.111.54.249,2019-01-22T03:57:02.000Z,GET,/static/images/amp/third-party/footer-mobile.png,HTTP/1.1,200,62894,"\"https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1\"","Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36\"",Linux; Android,Y
257,66.249.66.91,2019-01-22T03:57:02.000Z,GET,/image/4860?name=156156.jpg&wh=200x200,HTTP/1.1,200,5799,"","","",N
258,66.249.66.91,2019-01-22T03:57:02.000Z,GET,/filter/b481%2Cb874%2Cb36%2Cb226%2Cb570%2Cb180%2Cb615%2Cb185%2Cb880%2Cb878%2Cb270%2Cb903%2Cb883%2Cb99%2Cb261%2Cb152%2Cb249%2Cb701%2Cb723%2Cb42%2Cb183%2Cb88%2Cb219%2Cb202%2Cb308%2Cb103%2Cb1%2Cb2%2Cb126%2Cb523%2Cb904%2Cb192%2Cb703%2Cb890%2Cb105%2Cb231%2Cb258%2Cb209%2Cb50%2Cb186%2Cb221%2Cb482%2Cb41%2Cb238%2Cb19%2Cb435%2Cb648%2Cb724%2Cb74%2Cb8%2Cb614%2Cb619%2Cb113%2Cb734%2Cb168%2Cb63%2Cb546%2Cb603%2Cb151?page=204,HTTP/1.1,200,41047,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
259,5.211.97.39,2019-01-22T03:57:02.000Z,GET,/m/filter/p25%2Cb103,HTTP/1.1,200,19100,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
260,5.211.97.39,2019-01-22T03:57:03.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
261,5.211.97.39,2019-01-22T03:57:03.000Z,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,HTTP/1.1,404,0,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
262,5.211.97.39,2019-01-22T03:57:03.000Z,GET,/image/4576/productModel/200x200,HTTP/1.1,200,4937,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
263,5.211.97.39,2019-01-22T03:57:03.000Z,GET,/image/2080/productModel/200x200,HTTP/1.1,200,5104,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
264,5.211.97.39,2019-01-22T03:57:03.000Z,GET,/image/30254/productModel/200x200,HTTP/1.1,200,4902,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
265,5.211.97.39,2019-01-22T03:57:03.000Z,GET,/image/2079/productModel/200x200,HTTP/1.1,200,5548,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
266,31.56.96.51,2019-01-22T03:57:04.000Z,GET,/image/60858/productModel/200x200,HTTP/1.1,200,6582,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
267,31.56.96.51,2019-01-22T03:57:04.000Z,GET,/image/60853/productModel/200x200,HTTP/1.1,200,6187,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
268,66.249.66.91,2019-01-22T03:57:04.000Z,GET,/filter/b249%2Cb482%2Cb615%2Cb80%2Cb598%2Cb221%2Cb74%2Cb880%2Cb41%2Cb113%2Cb454%2Cb43%2Cb484%2Cb442%2Cb574%2Cb874%2Cb648%2Cb820%2Cstexists%2Cb192%2Cb400%2Cb188%2Cb8%2Cb82%2Cb183%2Cb900%2Cb19%2Cb795%2Cb543%2Cb523%2Cb5?page=31,HTTP/1.1,200,40303,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
269,66.249.66.194,2019-01-22T03:57:05.000Z,GET,"/m/filter/b105,b126,b136,b143,b148,b151,b152,b168,b183,b185,b188,b194,b198,b2,b20,b202,b209,b219,b22,b221,b226,b236,b238,b249,b270,b3,b308,b35,b4,b400,b41,b42,b43,b441,b454,b481,b484,b485,b497,b542,b546,b568,b570,b596,b598,b6,b645,b647,b648,b651,b701,b723,b74,b80,b82,b820,b854,b874,b877,b88,b883,b890,b900,b903,b95,b99",HTTP/1.1,200,27557,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
270,5.211.97.39,2019-01-22T03:57:05.000Z,GET,/image/4577/productModel/200x200,HTTP/1.1,200,5382,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
271,5.211.97.39,2019-01-22T03:57:05.000Z,GET,/image/16937/productModel/200x200,HTTP/1.1,200,5935,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
272,207.46.13.136,2019-01-22T03:57:05.000Z,GET,/filter/b1%2Cb103%2Cb105%2Cb109%2Cb111%2Cb186%2Cb144%2Cb52%2Cb77%2Cb344%2Cb486%2Cb191%2Cb8%2Cb43%2Cb321%2Cb618%2Cb221%2Cb673%2Cb454,HTTP/1.1,200,39119,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
273,54.36.148.117,2019-01-22T03:57:05.000Z,GET,"/filter/b153,b180,b612,p8",HTTP/1.1,200,34976,"","Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)\"",compatible; AhrefsBot,N
274,5.211.97.39,2019-01-22T03:57:05.000Z,GET,/image/2078/productModel/200x200,HTTP/1.1,200,5360,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
275,5.211.97.39,2019-01-22T03:57:05.000Z,GET,/image/4575/productModel/200x200,HTTP/1.1,200,4324,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
276,5.211.97.39,2019-01-22T03:57:06.000Z,GET,/image/215/brand,HTTP/1.1,200,2353,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
277,66.249.66.91,2019-01-22T03:57:06.000Z,GET,/filter/b481%2Cb874%2Cb32%2Cb67%2Cb36%2Cb226%2Cb41%2Cb136%2Cb570%2Cb598%2Cb180%2Cb615%2Cb168%2Cb648%2Cb103%2Cb80%2Cb213%2Cb597%2Cb724%2Cb613%2Cb135%2Cb877%2Cb183%2Cb497%2Cb435%2Cb194%2Cb861%2Cb256%2Cb854%2Cb198%2Cb647%2Cb679%2Cb88%2Cb441%2Cb6%2Cb221%2Cb645%2Cb219%2Cb50%2Cb151%2Cb192%2Cstexists?page=11,HTTP/1.1,200,40682,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
278,91.99.72.15,2019-01-22T03:57:06.000Z,GET,/product/6021/6638/%D9%81%D8%B4%D8%A7%D8%B1%D8%B3%D9%86%D8%AC-%D8%A8%D8%A7%D8%B2%D9%88%DB%8C%DB%8C-%D8%A7%DB%8C%D8%B2%DB%8C-%D9%84%D8%A7%DB%8C%D9%81-%D9%85%D8%AF%D9%84-HS-2000,HTTP/1.1,200,41346,"","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7(KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7\"",Windows NT,N
279,66.249.66.194,2019-01-22T03:57:06.000Z,GET,/filter/b218%2Cp5666%2Cstexists,HTTP/1.1,200,32900,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
280,207.46.13.104,2019-01-22T03:57:06.000Z,GET,/filter/b1%2Cb130%2Cb134%2Cb136%2Cb238,HTTP/1.1,200,37694,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
281,66.249.66.91,2019-01-22T03:57:07.000Z,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724?page=184,HTTP/1.1,200,41877,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
282,5.209.200.218,2019-01-22T03:57:07.000Z,GET,/static/images/amp/instagram.png,HTTP/1.1,200,7146,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
283,207.46.13.136,2019-01-22T03:57:07.000Z,GET,/filter/b181%2Cb567%2Cb8,HTTP/1.1,200,37008,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
284,5.209.200.218,2019-01-22T03:57:07.000Z,GET,/static/images/amp/telegram.png,HTTP/1.1,200,4859,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
285,5.209.200.218,2019-01-22T03:57:07.000Z,GET,/static/images/amp/blog.png,HTTP/1.1,200,3863,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
286,104.194.24.33,2019-01-22T03:57:07.000Z,GET,/amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www-zanbil-ir.cdn.ampproject.org,HTTP/1.1,200,133,"\"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/594/-%D9%87%D9%86%D8%B1-%D9%85%D8%AC%D8%B3%D9%85%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D\"","Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36\"",Linux; Android,Y
287,5.211.97.39,2019-01-22T03:57:08.000Z,GET,/image/33/brand,HTTP/1.1,200,2328,"\"https://www.zanbil.ir/m/filter/p25%2Cb103\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
288,91.99.72.15,2019-01-22T03:57:08.000Z,GET,/product/15448/29282/%D9%85%DB%8C%D8%B2-%D8%B9%D8%B3%D9%84%DB%8C-Persis-%D9%85%D8%AF%D9%84-TS101,HTTP/1.1,200,41047,"","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7(KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7\"",Windows NT,N
289,66.249.66.194,2019-01-22T03:57:08.000Z,GET,/m/article/594/-%D9%87%D9%86%D8%B1-%D9%85%D8%AC%D8%B3%D9%85%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C,HTTP/1.1,200,23110,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
290,54.36.148.232,2019-01-22T03:57:09.000Z,GET,/filter/b3%2Cp48%2Cb32,HTTP/1.1,200,34688,"","Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)\"",compatible; AhrefsBot,N
291,91.99.72.15,2019-01-22T03:57:09.000Z,GET,/product/33396/64042/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%85%DA%86%DB%8C-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-CASIO-%D9%85%D8%AF%D9%84-EFV-520BL-2AVUDF,HTTP/1.1,200,43101,"","Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0)Gecko/16.0 Firefox/16.0\"",Windows NT,N
292,66.249.66.194,2019-01-22T03:57:09.000Z,GET,"/filter/b2,p1",HTTP/1.1,302,0,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
293,46.224.77.32,2019-01-22T03:57:09.000Z,GET,/image/32593?name=kachiran-roz210%2B.jpg&wh=200x200,HTTP/1.1,200,4484,"","Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10)\"",Linux; U,N
294,91.99.72.15,2019-01-22T03:57:10.000Z,GET,/product/31856/62060/%D8%AA%D8%A8-%D8%B3%D9%86%D8%AC-Omron-%D9%85%D8%AF%D9%84-GentleTemp-720,HTTP/1.1,200,41580,"","Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0)Gecko/16.0 Firefox/16.0\"",Windows NT,N
295,204.18.198.248,2019-01-22T03:57:10.000Z,GET,/m/product/30782/60550/%DA%A9%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D9%82%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42420,HTTP/1.1,200,20608,"\"https://www.zanbil.ir/m/filter?f=p12,b185\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
296,204.18.198.248,2019-01-22T03:57:11.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/product/30782/60550/%DA%A9%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D9%82%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42420\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
297,54.36.149.92,2019-01-22T03:57:11.000Z,GET,/filter/p5952%2Cv1%7C%D9%82%D8%B1%D9%85%D8%B2%2Cv1%7C%D9%86%D8%A7%D8%B1%D9%86%D8%AC%DB%8C,HTTP/1.1,200,32006,"","Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)\"",compatible; AhrefsBot,N
298,66.249.66.194,2019-01-22T03:57:11.000Z,GET,"/m/filter/b20,b238,b3,b5,b543,b570,b601,b741,b890,p51,stexists",HTTP/1.1,200,19511,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
299,204.18.198.248,2019-01-22T03:57:11.000Z,GET,/image/30782?name=gastroback-21.jpg&wh=max,HTTP/1.1,200,30822,"\"https://www.zanbil.ir/m/product/30782/60550/%DA%A9%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D9%82%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42420\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
300,66.249.66.194,2019-01-22T03:57:11.000Z,GET,"/filter/b36,p3",HTTP/1.1,200,35145,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
301,66.249.66.91,2019-01-22T03:57:11.000Z,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724?page=177,HTTP/1.1,200,41875,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
302,46.224.77.32,2019-01-22T03:57:11.000Z,GET,/image/3565?name=code+1129.jpg&wh=200x200,HTTP/1.1,200,5002,"","Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10)\"",Linux; U,N
303,46.224.77.32,2019-01-22T03:57:12.000Z,GET,/image/31356?name=5000.jpg&wh=200x200,HTTP/1.1,200,5362,"","Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10)\"",Linux; U,N
304,207.46.13.104,2019-01-22T03:57:12.000Z,GET,"/filter/b183,b95",HTTP/1.1,200,36935,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
305,66.249.66.194,2019-01-22T03:57:12.000Z,GET,/m/filter/b2%2Cp1,HTTP/1.1,200,21244,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
306,46.224.77.32,2019-01-22T03:57:12.000Z,GET,/image/20123?name=janome-8200-w.jpg&wh=200x200,HTTP/1.1,200,4407,"","Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10)\"",Linux; U,N
307,204.18.198.248,2019-01-22T03:57:12.000Z,GET,/image/2498/productModel/150x150,HTTP/1.1,200,3307,"\"https://www.zanbil.ir/m/product/30782/60550/%DA%A9%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D9%82%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42420\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
